"List of plants for all fuels, United States, all sectors"
"https://www.eia.gov/electricity/data/browser/#/topic/1?agg=2,0,1&fuel=g&geo=g&sec=g&freq=A&datecode=2020&rtype=s&start=200101&end=202106&chartindexed=2&ctype=linechart&ltype=pin&pin=&rse=0&maptype=0"
"Fri Sep 24 2021 11:31:46 GMT-0700 (PDT)"
"Source: U.S. Energy Information Administration"
"Plant Name","Plant Code","State","Sector Name","Prime Movers","Fuel Types"
"Feeder Dam Hydro Plant",10530,"NY","Electric utility non-cogen","HY","WAT"
"Felt",6359,"ID","Electric utility","HY","WAT"
"Felton CSG PV1-5",62210,"MN","Electric utility non-cogen","PV","SUN"
"Fenner Wind",55790,"NY","Electric utility non-cogen","WT","WND"
"Fennimore",4114,"WI","Electric utility","IC","DFO"
"Fennimore Solar",62847,"WI","Electric utility non-cogen","PV","SUN"
"Fenton Wind Farm",56617,"MN","Electric utility non-cogen","WT","WND"
"Fergus Control Ctr",7505,"MN","Electric utility","IC","DFO"
"Fermi",1729,"MI","Electric utility","GT,ST","DFO,NUC"
"Fern Solar LLC",62798,"NC","Electric utility non-cogen","PV","SUN"
"Fernandina Beach Mill",10202,"FL","Industrial cogen","ST","WDS,NG,BIT,DFO,BLQ"
"Fernandina Plant",10562,"FL","Industrial cogen","ST","WDS,NG,DFO,WDL,OBS,TDF,RFO"
"Ferndale Generating Station",54537,"WA","Electric utility","CA,CT","NG,DFO"
"Fey Windfarm LLC",56204,"MN","Electric utility non-cogen","WT","WND"
"Fiber Recovery, Inc.",61652,"WI","Electric utility cogen","IC","LFG"
"Fiddler's Canyon #1",59787,"UT","Electric utility non-cogen","PV","SUN"
"Fiddler's Canyon #2",59786,"UT","Electric utility non-cogen","PV","SUN"
"Fiddler's Canyon 3",59932,"UT","Electric utility non-cogen","PV","SUN"
"Field Street",7954,"FL","Electric utility","GT","DFO"
"Fife Brook",8004,"MA","Electric utility non-cogen","HY","WAT"
"Fighting Creek LFGTE Plant",57902,"ID","Electric utility","IC","LFG"
"Filet Wind (5) LLC",56561,"TX","Electric utility non-cogen","WT","WND"
"Finch Paper",10511,"NY","Industrial cogen","ST","NG,WDS,WDL"
"Finchville Solar, LLC Hybrid CSG",62999,"NY","Electric utility non-cogen","PV","SUN"
"Findlay Wind Farm",60015,"OH","Industrial non-cogen","WT","WND"
"Finger Lakes Solar I",61210,"NY","Electric utility non-cogen","PV","SUN"
"Finley Buttes Landfill Gas",58687,"OR","Electric utility non-cogen","IC","LFG"
"Fire Island Wind",58425,"AK","Electric utility non-cogen","WT","WND"
"Firebaugh-CCS-PV-1",63994,"CA","Industrial non-cogen","PV","SUN"
"First Baptist Church of Glenarden",62043,"MD","Electric utility non-cogen","PV","SUN"
"First Citizens Bank",61491,"NC","Commercial non-cogen","PV","SUN"
"FirstEnergy Bay Shore",2878,"OH","Electric utility non-cogen","ST","DFO,PC"
"FirstEnergy Eastlake",2837,"OH","Electric utility non-cogen","GT","DFO"
"FirstEnergy Fort Martin Power Station",3943,"WV","Electric utility","ST","BIT,DFO"
"FirstEnergy Harrison Power Station",3944,"WV","Electric utility","ST","NG,RC"
"FirstEnergy Pleasants Power Station",6004,"WV","Electric utility non-cogen","ST","NG,RC,BIT"
"FirstEnergy W H Sammis",2866,"OH","Electric utility non-cogen","IC,ST","BIT,DFO"
"Firwood Solar, LLC",63331,"OR","Electric utility non-cogen","PV","SUN"
"Fish Creek",3026,"OR","Electric utility","HY","WAT"
"Fisher Road Solar",60075,"MA","Electric utility non-cogen","PV","SUN"
"Fisher Solar Farm - NC",61089,"NC","Electric utility non-cogen","PV","SUN"
"Fishers Island 1",57600,"NY","Electric utility","IC","DFO"
"Fishing Creek",3257,"SC","Electric utility","HY","WAT"
"Fisk Street",886,"IL","Electric utility non-cogen","GT","DFO"
"Fitchburg",3991,"WI","Electric utility","GT","NG"
"Fitchburg Gas Recovery",56527,"MA","Electric utility non-cogen","IC","LFG"
"Fitchburg Renewables",64045,"MA","Electric utility non-cogen","PV","SUN"
"Five Channels",1704,"MI","Electric utility","HY","WAT"
"Five Falls",2562,"NY","Electric utility non-cogen","HY","WAT"
"Five Forks Solar",59951,"NC","Electric utility non-cogen","PV","SUN"
"Five Oaks Gas Recovery",56529,"IL","Electric utility non-cogen","IC","LFG"
"Five Points Solar Park",59523,"CA","Electric utility non-cogen","PV","SUN"
"Five Points Solar Station",57498,"CA","Electric utility","PV","SUN"
"Flambeau Crowley Rapids Project",55684,"WI","Electric utility non-cogen","HY","WAT"
"Flambeau Hydroelectric Station",4142,"WI","Electric utility","HY","WAT"
"Flambeau Lower Project",55685,"WI","Electric utility non-cogen","HY","WAT"
"Flambeau River Papers",50620,"WI","Industrial cogen","ST","WDS,BIT"
"Flambeau Solar Partners",61595,"WI","Electric utility non-cogen","PV","SUN"
"Flaming Gorge",6405,"UT","Electric utility","HY","WAT"
"Flash Solar",58726,"NC","Electric utility non-cogen","PV","SUN"
"Flat Iron Wind (7) LLC",56839,"TX","Electric utility non-cogen","WT","WND"
"Flat Meeks PV 1",59514,"NC","Electric utility non-cogen","PV","SUN"
"Flat Ridge 2 Wind Energy LLC",57787,"KS","Electric utility non-cogen","WT","WND"
"Flat Ridge Wind Energy LLC",56879,"KS","Electric utility non-cogen","WT","WND"
"Flat Ridge Wind Farm",56819,"KS","Electric utility","WT","WND"
"Flat Rock",2563,"NY","Electric utility non-cogen","HY","WAT"
"Flat Top Wind I",61212,"TX","Electric utility non-cogen","WT","WND"
"Flat Water Wind Farm LLC",57283,"NE","Electric utility non-cogen","WT","WND"
"Flatiron",518,"CO","Electric utility","PS,HY","WAT"
"Flatirons Campus (FC)",57692,"CO","Commercial non-cogen","WT,PV","WND,SUN"
"Fleish",6513,"NV","Electric utility non-cogen","HY","WAT"
"Flemington Solar",57485,"NJ","Electric utility non-cogen","PV","SUN"
"Flemming Solar Center LLC",58808,"NC","Electric utility non-cogen","PV","SUN"
"Flint Creek",6138,"AR","Electric utility","ST","DFO,SUB"
"Flint Creek Hydroelectric LLC",58392,"MT","Electric utility non-cogen","HY","WAT"
"Flint Hill Solar, LLC",60370,"NC","Electric utility non-cogen","PV","SUN"
"Flint River",706,"GA","Electric utility","HY","WAT"
"Flint River Operations",50465,"GA","Industrial cogen","ST","WDS,NG,BLQ,DFO"
"Flora Site A",56117,"IL","Electric utility","IC","DFO"
"Flora Site B",56118,"IL","Electric utility","IC","DFO"
"Florence Hills LLC",55574,"MN","Electric utility non-cogen","WT","WND"
"Florence Mill",50806,"SC","Industrial cogen","ST","WDS,NG,BIT,BLQ,RFO"
"Florence Solar W3-080, LLC",60990,"NJ","Electric utility non-cogen","PV","SUN"
"Florida's Natural Growers",10275,"FL","Industrial cogen","GT","NG"
"Flowers Solar LLC",62487,"NC","Electric utility non-cogen","PV","SUN"
"Floyd Road Solar Farm",61031,"NC","Electric utility non-cogen","PV","SUN"
"Floyd Solar, LLC",60147,"NC","Electric utility non-cogen","PV","SUN"
"Fluvanna",59245,"TX","Electric utility non-cogen","WT","WND"
"Flying Cloud Power Partners LLC",56172,"IA","Electric utility non-cogen","WT","WND"
"Foard City Wind",61402,"TX","Electric utility non-cogen","WT","WND"
"Folsom",441,"CA","Electric utility","HY","WAT"
"Folsom SP and CSP Sacramento",61698,"CA","Electric utility non-cogen","PV","SUN"
"Fond Du Lac",1894,"MN","Electric utility","HY","WAT"
"Fontana",332,"CA","Electric utility","HY","WAT"
"Fontana Dam",2779,"NC","Electric utility","HY","WAT"
"Fontanelle",58457,"IA","Electric utility non-cogen","WT","WND"
"Fontenelle",4185,"WY","Electric utility","HY","WAT"
"Foote",1705,"MI","Electric utility","HY","WAT"
"Foote Creek I",55607,"WY","Electric utility","WT","WND"
"Foote Creek II",55608,"WY","Electric utility non-cogen","WT","WND"
"Foote Creek III",55609,"WY","Electric utility non-cogen","WT","WND"
"Foote Creek IV",55610,"WY","Electric utility non-cogen","WT","WND"
"Foothill",396,"CA","Electric utility","HY","WAT"
"Foothill Feeder",6645,"CA","Electric utility","HY","WAT"
"Foothills Hydro Plant",10070,"CO","Electric utility non-cogen","HY","WAT"
"Foothills Solar Plant Hybrid",57997,"AZ","Electric utility","PV","SUN"
"Forbes Street Solar",58583,"RI","Electric utility non-cogen","PV","SUN"
"Forbestown",417,"CA","Electric utility","HY","WAT"
"Ford Hydro LP",54674,"ID","Electric utility non-cogen","HY","WAT"
"Ford Utilities Center",50906,"NM","Commercial cogen","GT","NG"
"Ford World Headquarters",60018,"MI","Electric utility","PV","SUN"
"Fore River Generating Station",55317,"MA","Electric utility non-cogen","CA,CT","NG,DFO"
"Foreman's Hill Community Solar",61690,"MN","Electric utility non-cogen","PV","SUN"
"Forest City Light Plant",1138,"IA","Electric utility","IC","DFO"
"Forest City Solar",62861,"IA","Electric utility non-cogen","PV","SUN"
"Forest Creek Wind Farm LLC",56394,"TX","Electric utility non-cogen","WT","WND"
"Forest Lake Solar CSG",60837,"MN","Electric utility non-cogen","PV","SUN"
"Forestport",50768,"NY","Electric utility non-cogen","HY","WAT"
"Forever 21 Retail, Inc.",59651,"CA","Electric utility non-cogen","PV","SUN"
"Forked River",7138,"NJ","Electric utility non-cogen","GT","NG,DFO"
"Forks of Butte Hydro Project",50350,"CA","Electric utility non-cogen","HY","WAT"
"Formosa Plastics",54518,"LA","Industrial cogen","GT,ST","NG"
"Formosa Utility Venture Ltd",10554,"TX","Industrial cogen","CA,CT","NG,OG"
"Forney Energy Center",55480,"TX","Electric utility non-cogen","CA,CT","NG"
"Fort Benning Solar Facility",59862,"GA","Electric utility","PV","SUN"
"Fort Bliss (DEA EPIC)",61887,"TX","Electric utility non-cogen","PV","SUN"
"Fort Calhoun Community Solar",63844,"NE","Electric utility non-cogen","PV","SUN"
"Fort Churchill",2330,"NV","Electric utility","ST","NG"
"Fort Detrick Solar PV",61552,"MD","Electric utility non-cogen","PV","SUN"
"Fort Dodge",1233,"KS","Electric utility","ST","NG"
"Fort Gibson",3003,"OK","Electric utility","HY","WAT"
"Fort Gordon Solar Facility",59863,"GA","Electric utility","PV","SUN"
"Fort Greely Power Plant",54834,"AK","Commercial non-cogen","IC","DFO"
"Fort Hays State University Wind Farm",61540,"KS","Commercial non-cogen","WT","WND"
"Fort Hill 1, 2, 3 & 4",57599,"CT","Electric utility","IC","DFO"
"Fort Huachuca Solar PV Project",58972,"AZ","Electric utility","PV","SUN"
"Fort Indiantown Gap",62408,"PA","Electric utility non-cogen","PV","SUN"
"Fort Loudoun",3402,"TN","Electric utility","HY","WAT"
"Fort Lupton",8067,"CO","Electric utility","GT","NG,DFO"
"Fort Miller Hydroelectric Facility",50514,"NY","Electric utility non-cogen","HY","WAT"
"Fort Myers",612,"FL","Electric utility","CA,GT,CT","NG,DFO"
"Fort Patrick Henry",3401,"TN","Electric utility","HY","WAT"
"Fort Peck",6623,"MT","Electric utility","HY","WAT"
"Fort Randall",3373,"SD","Electric utility","HY","WAT"
"Fort Rock I",63636,"OR","Electric utility non-cogen","PV","SUN"
"Fort Rock IV",63926,"OR","Electric utility non-cogen","PV","SUN"
"Fort Rucker Solar Array",60679,"AL","Electric utility","PV","SUN"
"Fort St Vrain",6112,"CO","Electric utility","CA,GT,CT","NG"
"Fort Stewart Solar Facility",59865,"GA","Electric utility","PV","SUN"
"Fortistar North Tonawanda",54131,"NY","Electric utility cogen","CT","NG"
"Forward Wind Energy Center",56942,"WI","Electric utility","WT","WND"
"Forward Windpower LLC",56699,"PA","Electric utility non-cogen","WT","WND"
"Fossil Gulch",56308,"ID","Electric utility non-cogen","WT","WND"
"Foster",6552,"OR","Electric utility","HY","WAT"
"Foster Wheeler Martinez",10342,"CA","Electric utility cogen","CA,CT","NG"
"Foster Wheeler Mt Carmel Cogen",10343,"PA","Electric utility cogen","ST","NG,WC"
"Foundation AB",57791,"CA","Electric utility non-cogen","WT","WND"
"Foundation CDCR LAC",61066,"CA","Electric utility non-cogen","WT","WND"
"Foundation California Training Facility",61442,"CA","Electric utility non-cogen","WT","WND"
"Foundation Cemex BMQ",58102,"CA","Electric utility non-cogen","WT","WND"
"Foundation Cemex Madison",58112,"CA","Electric utility non-cogen","WT","WND"
"Foundation Cemex River Plant",58101,"CA","Electric utility non-cogen","WT","WND"
"Foundation IE",57792,"CA","Electric utility non-cogen","WT","WND"
"Foundation Mann Packing",61443,"CA","Electric utility non-cogen","WT","WND"
"Foundation NWNA",58114,"CA","Electric utility non-cogen","WT","WND"
"Foundation RRM",58113,"CA","Electric utility non-cogen","WT","WND"
"Foundation ST",57626,"CA","Electric utility non-cogen","WT","WND"
"Foundation SaIinas Valley State Prison",61444,"CA","Electric utility non-cogen","WT","WND"
"Foundation Scheid Vineyards",61067,"CA","Electric utility non-cogen","WT","WND"
"Foundation Superior Farms",58104,"CA","Industrial non-cogen","WT","WND"
"Foundation Wal-Mart Red Bluff",58105,"CA","Commercial non-cogen","WT","WND"
"Founders Homestead Farms Solar",62302,"RI","Electric utility non-cogen","PV","SUN"
"Fountain Valley Power Facility",55453,"CO","Electric utility non-cogen","GT","NG"
"Four Corners",2442,"NM","Electric utility","ST","NG,SUB"
"Four Corners Windfarm LLC",56969,"OR","Electric utility non-cogen","WT","WND"
"Four Mile Canyon Windfarm LLC",56970,"OR","Electric utility non-cogen","WT","WND"
"Four Mile Hydropower Project",54341,"MI","Electric utility non-cogen","HY","WAT"
"Four Peaks Camino Real",60696,"NM","Electric utility non-cogen","IC","LFG"
"Fourche Creek Wastewater",10050,"AR","Commercial cogen","IC","NG,OBG"
"Fourmile Ridge",58904,"MD","Electric utility non-cogen","WT","WND"
"Fourth Branch Hydroelectric Facility",10467,"NY","Electric utility non-cogen","HY","WAT"
"Fowler Ridge IV Wind Farm LLC",59547,"IN","Electric utility non-cogen","WT","WND"
"Fowler Ridge Wind Farm LLC",56777,"IN","Electric utility non-cogen","WT","WND"
"Fox CSG, LLC",61484,"MN","Electric utility non-cogen","PV","SUN"
"Fox Creek Solar",60624,"NC","Electric utility non-cogen","PV","SUN"
"Fox Energy Center",56031,"WI","Electric utility","CA,CT","NG"
"Fox Island Wind LLC",57354,"ME","Electric utility non-cogen","WT","WND"
"Foxfire Solar Farm",59563,"NC","Electric utility non-cogen","PV","SUN"
"Foxtail Wind, LLC",61747,"ND","Electric utility","WT","WND"
"Foxwoods CoGen",57666,"CT","Commercial cogen","CT","NG"
"Framingham State University Plant",59717,"MA","Commercial non-cogen","IC,PV","DFO,SUN"
"Francis Scott Key Mall",63253,"MD","Commercial non-cogen","PV","SUN"
"Francisco St. Solar",62287,"CA","Commercial non-cogen","PV","SUN"
"Frank Knutson",55505,"CO","Electric utility","GT","NG,DFO"
"Frankenheimer Power Plant",50219,"CA","Electric utility non-cogen","HY","WAT"
"Frankford Solar",60732,"NJ","Electric utility non-cogen","PV","SUN"
"Franklin (CA)",397,"CA","Electric utility","HY","WAT"
"Franklin (NC)",2745,"NC","Electric utility","HY","WAT"
"Franklin (NE)",2238,"NE","Electric utility","IC","NG"
"Franklin (NY)",2564,"NY","Electric utility non-cogen","HY","WAT"
"Franklin 1",59178,"MA","Electric utility non-cogen","PV","SUN"
"Franklin 2",59179,"MA","Electric utility non-cogen","PV","SUN"
"Franklin County Wind Farm",57844,"IA","Electric utility","WT","WND"
"Franklin Drive",561,"CT","Electric utility non-cogen","GT","KER"
"Franklin Heating Station",54224,"MN","Commercial cogen","IC,ST","NG,DFO,PUR"
"Franklin Milliken",64276,"GA","Electric utility non-cogen","PV","SUN"
"Franklin Solar",62021,"CT","Electric utility non-cogen","PV","SUN"
"Franklin Solar",63149,"NJ","Electric utility non-cogen","PV","SUN"
"Franklin Solar 2",59579,"NC","Electric utility non-cogen","PV","SUN"
"Franklin Solar Site",62784,"NY","Electric utility non-cogen","PV","SUN"
"Franklin Solar, LLC",58802,"NC","Electric utility non-cogen","PV","SUN"
"Franklinton Solar",59708,"NC","Electric utility non-cogen","PV","SUN"
"Frederick County - Landfill",63496,"MD","Electric utility non-cogen","PV","SUN"
"Frederick County LFGTE Facility",57754,"VA","Commercial non-cogen","IC","LFG"
"Frederickson",99,"WA","Electric utility","GT","NG,DFO"
"Frederickson Power LP",55818,"WA","Electric utility non-cogen","CA,CT","NG"
"Fredericktown Energy Center",57946,"MO","Electric utility","GT","NG"
"Fredonia",607,"WA","Electric utility","GT","NG,DFO"
"Freeburg",943,"IL","Electric utility","IC","DFO"
"Freedom Power Project",7842,"IL","Electric utility","GT","NG"
"Freedom Solar",61833,"SC","Electric utility non-cogen","PV","SUN"
"Freeman Avenue",62887,"GA","Electric utility non-cogen","PV","SUN"
"Freemont Solar Center LLC",59912,"NC","Electric utility non-cogen","PV","SUN"
"Freeport Energy",52120,"TX","Industrial cogen","CA,GT,CT","NG"
"Freeport Energy Center",56152,"TX","Industrial cogen","CA,CT","NG"
"Freestone Energy Center",55226,"TX","Electric utility non-cogen","CA,CT","NG"
"Freetown Solar",58283,"MA","Electric utility non-cogen","PV","SUN"
"Freeway Springs",60183,"CA","Electric utility non-cogen","PV","SUN"
"Freeze Solar",60759,"NJ","Electric utility non-cogen","PV","SUN"
"Freight Line Solar, LLC",63693,"NC","Electric utility non-cogen","PV","SUN"
"Fremont CO 1, LLC",64031,"CO","Electric utility non-cogen","PV","SUN"
"Fremont Canyon",4176,"WY","Electric utility","HY","WAT"
"Fremont Community Digester, LLC",59785,"MI","Electric utility cogen","IC","OBG"
"Fremont Energy Center",55701,"OH","Electric utility","CT","NG"
"Fremont Farm",59103,"NC","Electric utility non-cogen","PV","SUN"
"French Island",4005,"WI","Electric utility","GT,ST","WDS,NG,MSN,DFO,MSB"
"French Landing Dam",50437,"MI","Electric utility non-cogen","HY","WAT"
"French Meadows",424,"CA","Electric utility","HY","WAT"
"French Paper Hydro",10656,"MI","Industrial non-cogen","HY","WAT"
"French's Landfill PV",60994,"NJ","Commercial non-cogen","PV","SUN"
"Frenchtown I Solar",57486,"NJ","Electric utility non-cogen","PV","SUN"
"Frenchtown II Solar",57487,"NJ","Electric utility non-cogen","PV","SUN"
"Frenchtown III Solar",58564,"NJ","Electric utility non-cogen","PV","SUN"
"Fresno Bullard High School Hybrid",63420,"CA","Electric utility non-cogen","PV","SUN"
"Fresno Cogen Partners",10156,"CA","Electric utility cogen","GT,CT","NG"
"Fresno Hoover High School Hybrid",63421,"CA","Electric utility non-cogen","PV","SUN"
"Fresno Solar",60083,"CA","Electric utility non-cogen","PV","SUN"
"Fresno Sunnyside High School Hybrid",63422,"CA","Electric utility non-cogen","PV","SUN"
"Frey Farm Landfill",56510,"PA","Electric utility cogen","IC","LFG"
"Frey Rd #1 Community Solar Farm",62504,"NY","Electric utility non-cogen","PV","SUN"
"Frey Rd #2 Community Solar Farm",62521,"NY","Electric utility non-cogen","PV","SUN"
"Friant Hydro Facility",50393,"CA","Electric utility non-cogen","HY","WAT"
"Friendswood Energy",60468,"TX","Electric utility non-cogen","GT","NG"
"Fries Hydroelectric Project",10798,"VA","Electric utility non-cogen","HY","WAT"
"Frito Lay Incorporated",58664,"CT","Industrial non-cogen","GT","NG"
"Frito-Lay Cogen Plant",10110,"CA","Industrial cogen","GT","NG"
"Frog Hollow CSG",63086,"NY","Electric utility non-cogen","PV","SUN"
"Front Range Power Plant",55283,"CO","Electric utility","CA,CT","NG"
"Front Range Project",59143,"CO","Electric utility non-cogen","IC","LFG"
"Front Street",7396,"MA","Electric utility","IC","DFO"
"Frontenac Holdco LLC, CSG",61919,"MN","Electric utility non-cogen","PV","SUN"
"Frontier",50558,"OK","Electric utility","CT","NG"
"Frontier HS Solar Project",62275,"CA","Commercial non-cogen","PV","SUN"
"Frontier Solar LLC",60039,"CA","Electric utility non-cogen","PV","SUN"
"Frontier Windpower",60218,"OK","Electric utility non-cogen","WT","WND"
"Fruita",471,"CO","Electric utility","GT","NG,DFO"
"Ft. Churchill PV",59472,"NV","Commercial non-cogen","PV","SUN"
"Ft. Pierre",56148,"SD","Electric utility","IC","DFO"
"Fullerton Mill CHP",58083,"CA","Industrial cogen","CT","NG"
"Fulton (AR)",7825,"AR","Electric utility","GT","NG"
"Fulton (MO)",2126,"MO","Electric utility","GT","NG"
"Fulton Hydro",2566,"NY","Electric utility non-cogen","HY","WAT"
"Fulton LFGTE Facility",57003,"NY","Electric utility non-cogen","IC","LFG"
"Furnace Rd Community Solar Farm",62508,"NY","Electric utility non-cogen","PV","SUN"
"Fusion Solar Center LLC",58876,"CT","Electric utility non-cogen","PV","SUN"
"Future Generation Wind",59622,"MA","Electric utility non-cogen","WT","WND"
"G Flow Wind LLC",56588,"MN","Electric utility non-cogen","WT","WND"
"G G Allen",2718,"NC","Electric utility","ST","BIT,DFO"
"G McNeilus Wind Farm Dodge Center",56054,"MN","Electric utility non-cogen","WT","WND"
"G W Ivey",665,"FL","Electric utility","IC","NG,DFO"
"G&S Wantage Solar LLC",59366,"NJ","Electric utility non-cogen","PV","SUN"
"G2 Energy Hay Rd",58320,"CA","Electric utility non-cogen","IC","LFG"
"G2 Energy Marion LLC",57128,"FL","Electric utility non-cogen","IC","LFG"
"G2 Energy Ostrom Road LLC",57133,"CA","Electric utility non-cogen","IC","LFG"
"GD Glocester White Oak I, LLC",64334,"RI","Electric utility non-cogen","PV","SUN"
"GD Hopkinton Main I, LLC",63893,"RI","Electric utility non-cogen","PV","SUN"
"GD Richmond Buttonwoods I, LLC",62567,"RI","Electric utility non-cogen","PV","SUN"
"GD West Greenwich Victory I, LLC",62568,"RI","Electric utility non-cogen","PV","SUN"
"GE - Tehachapi",57566,"CA","Electric utility non-cogen","WT","WND"
"GE 19th Hole",64102,"NY","Electric utility non-cogen","PV","SUN"
"GE-Lubbock",62642,"TX","Electric utility non-cogen","WT","WND"
"GELD Solar Farm",61539,"MA","Electric utility non-cogen","PV","SUN"
"GKS Solar",59426,"NC","Electric utility non-cogen","PV","SUN"
"GL Dairy Biogas",58219,"WI","Electric utility non-cogen","IC","OBG"
"GL Wind",57813,"MN","Electric utility non-cogen","WT","WND"
"GLRA Landfill",56512,"PA","Electric utility non-cogen","IC","LFG"
"GMP Solar - Hartford",60874,"VT","Electric utility","PV","SUN"
"GMP Solar - Panton Hybrid",60562,"VT","Electric utility","BA,PV","MWH,SUN"
"GMP Solar - Richmond",60547,"VT","Electric utility","PV","SUN"
"GMP Solar - Williamstown",60877,"VT","Electric utility","PV","SUN"
"GMP Solar - Williston",60875,"VT","Electric utility","PV","SUN"
"GMP Solar/Storage-Essex Hybrid",62383,"VT","Electric utility","BA,PV","MWH,SUN"
"GMP Solar/Storage-Ferrisburgh Hybrid",62382,"VT","Electric utility","BA,PV","MWH,SUN"
"GMP Solar/Storage-Milton Hybrid",62381,"VT","Electric utility","BA,PV","MWH,SUN"
"GPS Cabazon Wind LLC",50552,"CA","Electric utility non-cogen","WT","WND"
"GRE Marshan Solar",60935,"MN","Electric utility non-cogen","PV","SUN"
"GREC",165,"OK","Electric utility","CA,CT,ST","NG,SUB"
"GRP Franklin Renewable Energy Facility",60550,"GA","Electric utility non-cogen","ST","WDS"
"GRP Madison Renewable Energy Facility",61213,"GA","Electric utility non-cogen","ST","WDS"
"GRS Arbor Hills",55596,"MI","Electric utility non-cogen","CA,CT","LFG"
"GRS C&C",55597,"MI","Electric utility non-cogen","GT,IC","LFG"
"GRS CMS",55599,"NC","Electric utility non-cogen","GT","LFG"
"GRS Fall River",55589,"MA","Electric utility non-cogen","GT","LFG"
"GSE NM1",58576,"NM","Electric utility non-cogen","PV","SUN"
"GSG LLC",56450,"IL","Electric utility non-cogen","WT","WND"
"GSK York RDC Solar Facility",57390,"PA","Electric utility non-cogen","PV","SUN"
"GSPP  Raynham TMLP, LLC CSG",62826,"MA","Electric utility non-cogen","PV","SUN"
"GSPP Boxborough Littleton (MA)",62890,"MA","Electric utility non-cogen","PV","SUN"
"GSPP Devens, LLC",62824,"MA","Electric utility non-cogen","PV","SUN"
"GSPP Gilman, LLC",63368,"VT","Electric utility non-cogen","PV","SUN"
"GSPP Held LLC CSG",62829,"MN","Electric utility non-cogen","PV","SUN"
"GSPP Imholte CSG",62830,"MN","Electric utility non-cogen","PV","SUN"
"GSPP Terrawatt Westfield LLC CSG",62825,"MA","Electric utility non-cogen","PV","SUN"
"GSSP Schneider LLC",63370,"MN","Electric utility non-cogen","PV","SUN"
"GWCC PV Solar Farm",61738,"MD","Electric utility non-cogen","PV","SUN"
"Gadsby",3648,"UT","Electric utility","GT,ST","NG"
"Gadsden",7,"AL","Electric utility","ST","NG"
"Gainey Solar, LLC",60633,"NC","Electric utility non-cogen","PV","SUN"
"Galactic Wind",62161,"WI","Commercial non-cogen","WT","WND"
"Galena 2 Geothermal Power Plant",56540,"NV","Electric utility non-cogen","BT","GEO"
"Galena 3 Geothermal Power Plant",56541,"NV","Electric utility non-cogen","BT","GEO"
"Galena Electric Utility",7437,"AK","Electric utility","IC","DFO"
"Galesburg Solar Array",63399,"IL","Electric utility non-cogen","PV","SUN"
"Galesville Project",50938,"OR","Electric utility non-cogen","HY","WAT"
"Galion",7918,"OH","Electric utility","IC","DFO"
"Galion Generating Station",55263,"OH","Electric utility","GT","NG"
"Gallatin (TN)",3403,"TN","Electric utility","GT,ST","NG,DFO,BIT,SUB"
"Galloway Landfill",63698,"NJ","Electric utility non-cogen","PV","SUN"
"Gambell",57062,"AK","Electric utility","IC","JF"
"Gamble Solar",61127,"NC","Electric utility non-cogen","PV","SUN"
"Gans",55377,"PA","Electric utility non-cogen","GT","NG"
"Gantt",53,"AL","Electric utility","HY","WAT"
"Gap Pacific Distribution Center",56909,"CA","Commercial non-cogen","PV","SUN"
"Garden City",1336,"KS","Electric utility","GT,ST","NG"
"Garden Wind LLC",57469,"IA","Electric utility non-cogen","WT","WND"
"Gardiner",50688,"ME","Electric utility non-cogen","HY","WAT"
"Gardner - Otter River Road",62870,"MA","Electric utility non-cogen","PV","SUN"
"Gardner Energy Center",7281,"KS","Electric utility","GT","NG"
"Gardner Solar 1",58937,"MA","Electric utility non-cogen","PV","SUN"
"Gardners Falls",1634,"MA","Electric utility non-cogen","HY","WAT"
"Garfield Solar",62680,"NJ","Electric utility non-cogen","PV","SUN"
"Garland Canal Power Plant",57551,"WY","Electric utility non-cogen","HY","WAT"
"Garnet Solar (NY)",62843,"NY","Electric utility non-cogen","PV","SUN"
"Garnet Solar Generation Station I LLC",58528,"CA","Electric utility non-cogen","PV","SUN"
"Garnet Wind Energy Center",57302,"CA","Electric utility non-cogen","WT","WND"
"Garnett Municipal",1278,"KS","Electric utility","IC","DFO"
"Garrell Solar Farm",58866,"NC","Electric utility non-cogen","PV","SUN"
"Garrett County - DPU Treatment Plant",60847,"MD","Electric utility non-cogen","PV","SUN"
"Garrett Solar",63301,"OR","Electric utility non-cogen","PV","SUN"
"Garrison",2815,"ND","Electric utility","HY","WAT"
"Garrison Energy Center LLC",57349,"DE","Electric utility non-cogen","CA,CT","NG"
"Garvins Falls",2357,"NH","Electric utility","HY","WAT"
"Gary Court 1 & 2",57601,"CT","Electric utility","IC","DFO"
"Gary Solar",61942,"SC","Electric utility non-cogen","PV","SUN"
"Gary Works",50733,"IN","Industrial cogen","ST","BFG,NG,RFO"
"Garysburg Solar",59641,"NC","Electric utility non-cogen","PV","SUN"
"Gas City Solar Park",62767,"IN","Electric utility","PV","SUN"
"Gas Turbine (IA)",1130,"IA","Electric utility","GT","NG"
"Gas Utilization Facility",50492,"CA","Commercial cogen","IC","OBG"
"Gaskell West 1 Solar Facility",61445,"CA","Electric utility non-cogen","PV","SUN"
"Gaskill Rd Community Solar Farm CSG",62474,"NY","Electric utility non-cogen","PV","SUN"
"Gaston",2756,"NC","Electric utility","HY","WAT"
"Gaston County Renewable Energy Center",61758,"NC","Electric utility non-cogen","IC","LFG"
